Hour,Total_Volume,Avg_Tx,Median_Tx,Tx_Std,Tx_Count,Unique_Senders,Unique_Receivers,Large_Tx_Count,Volume_Per_Sender,Tx_Per_Sender,Volume_Change_Pct,TxCount_Change_Pct,is_stress_period
2022-04-20 00:00:00,8122334.956781013,105484.86956858459,692.95572480591,323009.059888637,77,42,44,6,193388.92754240506,1.8333333333333333,,,False
2022-04-20 01:00:00,5017229.798144205,104525.62079467093,1492.13041144,605010.8562684057,48,30,33,1,167240.99327147348,1.6,-38.229218262471186,-37.66233766233766,False
2022-04-20 02:00:00,773775.6326841137,16463.311333704547,2001.8946,37417.69238685753,47,33,35,0,23447.74644497314,1.4242424242424243,-84.57763220312688,-2.083333333333337,False
2022-04-20 03:00:00,897166.5972060771,19088.651004384617,4177.0,41931.31947359751,47,34,37,0,26387.252859002267,1.3823529411764706,15.946607687029157,0.0,False
2022-04-20 04:00:00,2334498.591284616,31547.278260602918,2466.54390906,87590.63999718655,74,41,45,3,56938.9900313321,1.8048780487804879,160.20792554633942,57.446808510638306,False
2022-04-20 05:00:00,3070988.122010828,61419.76244021656,1985.05795761,290064.33728671254,50,40,26,2,76774.7030502707,1.25,31.54808203679147,-32.432432432432435,False
2022-04-20 06:00:00,802816.4089535663,13160.92473694371,1000.0,29076.25485723425,61,44,32,0,18245.827476217415,1.3863636363636365,-73.85804252385397,21.999999999999996,False
2022-04-20 07:00:00,1868058.9062790603,32207.91217722518,3904.7662735050003,76704.40502589749,58,41,30,2,45562.41234826976,1.4146341463414633,132.68818193614004,-4.918032786885251,False
2022-04-20 08:00:00,481397.92013658816,9439.174904638983,1000.0,19426.531408484814,51,37,39,0,13010.754598286167,1.3783783783783783,-74.23004603770913,-12.06896551724138,False
2022-04-20 09:00:00,2588020.1325777443,37507.538153300644,7810.99,202488.12580756433,69,38,39,1,68105.79296257222,1.8157894736842106,437.605175328435,35.29411764705883,False
2022-04-20 10:00:00,1925661.8361638354,37031.95838776606,7969.397543745625,145736.0167559419,52,37,37,2,52044.91449091447,1.4054054054054055,-25.59324357937589,-24.63768115942029,False
2022-04-20 11:00:00,2729348.7979625743,66569.48287713596,3027.29342413344,177800.85121774286,41,27,29,3,101086.99251713238,1.5185185185185186,41.73562287549855,-21.153846153846157,False
2022-04-20 12:00:00,9315081.249510255,179136.1778751972,1999.998,450123.5479986585,52,26,39,7,358272.3557503944,2.0,241.2931779354786,26.82926829268293,False
2022-04-20 13:00:00,2054209.3446132017,28530.685341850025,9760.023635411435,53151.04339526811,72,38,40,0,54058.14064771583,1.894736842105263,-77.94748870578877,38.46153846153846,False
2022-04-20 14:00:00,1552201.0123591342,22495.66684578455,8234.243175,39231.68783379956,69,42,42,0,36957.16696093177,1.6428571428571428,-24.43803176976558,-4.1666666666666625,False
2022-04-20 15:00:00,3104642.537580398,43120.03524417219,2502.5,175694.93149509028,72,40,50,3,77616.06343950995,1.8,100.01549495588615,4.347826086956519,False
2022-04-20 16:00:00,1786053.6239881795,54122.83709055089,986.53,183799.70108144658,33,22,26,1,81184.25563582634,1.5,-42.47152120191783,-54.16666666666667,False
2022-04-20 17:00:00,864046.9797858055,23352.621075292038,1558.65992405516,97896.29141736207,37,26,32,1,33232.576145607905,1.4230769230769231,-51.62256226907531,12.12121212121211,False
2022-04-20 18:00:00,8108845.978061083,81088.45978061082,14255.151265,166657.54209216917,100,56,60,9,144800.82103680505,1.7857142857142858,838.4728108269345,170.27027027027026,False
2022-04-20 19:00:00,12374803.635984749,164997.38181313,2945.0,353426.42773734505,75,50,51,12,247496.07271969496,1.5,52.60869018187597,-25.0,False
2022-04-20 20:00:00,5019126.991360933,59048.55283954038,4995.0,174922.1559719899,85,49,53,2,102431.16308899863,1.7346938775510203,-59.440754463644254,13.33333333333333,False
2022-04-20 21:00:00,569195.948456023,10739.546197283453,2970.00000114636,22195.579430358324,53,32,33,0,17787.37338925072,1.65625,-88.65946310113812,-37.64705882352941,False
2022-04-20 22:00:00,1549676.589119738,20662.354521596506,3300.0,47284.14958333691,75,42,49,0,36897.06164570805,1.7857142857142858,172.25713628554905,41.50943396226414,False
2022-04-20 23:00:00,6046932.942545412,80625.77256727216,11493.735038,226753.56953246176,75,41,40,4,147486.1693303759,1.829268292682927,290.20612332927146,0.0,False
2022-04-21 00:00:00,1172973.2867228806,17507.063980938517,1425.59012346056,42720.96322274118,67,38,42,0,30867.718071654752,1.763157894736842,-80.60217803194082,-10.666666666666668,False
2022-04-21 01:00:00,14699897.210781446,229685.8939184601,3133.5,367901.0727323326,64,38,35,16,386839.40028372227,1.6842105263157894,1153.216708101755,-4.477611940298509,False
2022-04-21 02:00:00,10721524.332454538,162447.3383705233,3479.6255,477699.5736985301,66,40,46,9,268038.10831136344,1.65,-27.063950320747978,3.125,False
2022-04-21 03:00:00,6070217.206393552,51882.19834524403,10000.0,151962.2281881011,117,51,48,4,119023.86679203043,2.2941176470588234,-43.3828901733802,77.27272727272727,False
2022-04-21 04:00:00,7919204.697109475,97767.95922357377,8852.974745,407701.1334942854,81,38,46,3,208400.1236081441,2.1315789473684212,30.459988956712248,-30.76923076923077,False
2022-04-21 05:00:00,5762280.964119072,84739.42594292753,1427.6680000000001,389147.9212844518,68,45,39,3,128050.68809153493,1.511111111111111,-27.23662053814172,-16.049382716049386,False
2022-04-21 06:00:00,934705.313250244,25964.036479173446,1853.085313755,44106.327172752935,36,28,27,0,33382.332616080144,1.2857142857142858,-83.77890076741268,-47.05882352941176,False
2022-04-21 07:00:00,2322852.4330044063,44670.23909623858,8264.08888577092,126977.85506662028,52,30,38,1,77428.41443348021,1.7333333333333334,148.51173948366338,44.44444444444444,False
2022-04-21 08:00:00,6878178.567751733,114636.30946252888,7902.624024646655,278442.64542880066,60,25,39,7,275127.1427100693,2.4,196.10914882162405,15.384615384615374,False
2022-04-21 09:00:00,5937698.04695177,116425.4519010151,3009.4875,498278.545512803,51,33,38,3,179930.24384702332,1.5454545454545454,-13.673394948037487,-15.000000000000002,False
2022-04-21 10:00:00,6290935.927736909,153437.46165211973,1993.02441455,406403.4159012207,41,31,31,4,202933.41702377127,1.3225806451612903,5.949071138207862,-19.6078431372549,False
2022-04-21 11:00:00,567613.0712711572,15340.893818139384,2179.98911249532,39830.231816691354,37,24,30,0,23650.54463629822,1.5416666666666667,-90.97728735769608,-9.756097560975608,False
2022-04-21 12:00:00,1096990.341456874,13885.95368932752,1990.0,56972.20349868619,79,46,46,1,23847.616118627695,1.7173913043478262,93.2637560654105,113.51351351351352,False
2022-04-21 13:00:00,41270049.679263815,458556.1075473757,7368.407817416924,2812064.148662665,90,48,51,2,859792.7016513295,1.875,3662.116047845465,13.924050632911399,False
2022-04-21 14:00:00,2560634.416495046,27832.982787989633,4348.408596,76146.28278440119,92,59,61,1,43400.58333042451,1.5593220338983051,-93.79541716960512,2.2222222222222143,False
2022-04-21 15:00:00,2132377.9227412236,28057.60424659505,6723.5,59955.87028609236,76,51,50,0,41811.331818455365,1.4901960784313726,-16.724624608459838,-17.391304347826086,False
2022-04-21 16:00:00,1149461.9557719284,17156.148593610873,1965.01929588452,41697.27446495225,67,37,43,0,31066.539345187255,1.8108108108108107,-46.09482946183071,-11.842105263157897,False
2022-04-21 17:00:00,16755389.357034171,229525.88160320782,4887.108,719535.5957721777,73,51,52,7,328537.0462163563,1.4313725490196079,1357.6723720953412,8.955223880597018,False
2022-04-21 18:00:00,5484861.327556133,101571.50606585432,4830.916479648955,462011.1733231047,54,33,39,2,166207.9190168525,1.6363636363636365,-67.26509178222406,-26.027397260273975,False
2022-04-21 19:00:00,20337687.26018183,193692.25962077934,4840.68651258363,567502.7059609209,105,58,56,13,350649.7803479626,1.8103448275862069,270.79674481476104,94.44444444444444,False
2022-04-21 20:00:00,3273913.530105461,47448.02217544146,3996.0,153503.84068342607,69,46,46,3,71172.0332631622,1.5,-83.90223289294404,-34.285714285714285,False
2022-04-21 21:00:00,6605953.696817881,85791.60645218028,2157.77,231973.56910092031,77,47,50,4,140552.20631527406,1.6382978723404256,101.77544813179864,11.594202898550732,False
2022-04-21 22:00:00,3642645.9340088973,54367.84976132683,2110.60204589813,157107.9036093381,67,34,41,4,107136.64511790875,1.9705882352941178,-44.85813705046742,-12.987012987012992,False
2022-04-21 23:00:00,3329655.1374889235,59458.127455159345,2119.5436076003352,139060.62119326516,56,39,38,5,85375.77275612624,1.435897435897436,-8.592402396230515,-16.417910447761198,False
2022-04-22 00:00:00,513043.9481626621,10260.878963253243,2537.75,24072.213540379053,50,39,31,0,13154.973029811848,1.2820512820512822,-84.59167910855847,-10.71428571428571,False
2022-04-22 01:00:00,3551713.157112477,77211.15558940168,2044.953,247660.2644960325,46,26,36,3,136604.35219663373,1.7692307692307692,592.2824389279017,-7.9999999999999964,False
2022-04-22 02:00:00,13677043.272204267,179961.09568689825,2998.25,710962.1152566655,76,47,56,8,291000.92068519717,1.6170212765957446,285.0829914238803,65.21739130434783,False
2022-04-22 03:00:00,18308567.33492789,300140.44811357197,5056.18140603079,895669.7715514264,61,34,42,12,538487.2745567027,1.7941176470588236,33.86348913683872,-19.736842105263154,False
2022-04-22 04:00:00,796598.9881628325,15619.588003192794,5674.45986,26488.62544489728,51,27,31,0,29503.666228253052,1.8888888888888888,-95.64903701316305,-16.393442622950815,False
2022-04-22 05:00:00,421133.35476767377,10026.984637325566,1976.6638115,27133.16784782803,42,27,28,0,15597.531658061991,1.5555555555555556,-47.13358151020021,-17.647058823529417,False
2022-04-22 06:00:00,1186805.4213779236,24725.112945373407,3917.8694665774947,52350.35293941519,48,30,30,0,39560.18071259745,1.6,181.81225921481507,14.28571428571428,False
2022-04-22 07:00:00,1815662.3432670322,46555.44469915467,1000.0,239411.45975028307,39,28,32,1,64845.083688108294,1.3928571428571428,52.987365119969134,-18.75,False
2022-04-22 08:00:00,9029019.859335072,177039.6050850014,740.568176886326,530598.2448476175,51,36,38,5,250806.107203752,1.4166666666666667,397.28518591670553,30.76923076923077,False
